_id,url,title,update_time,image_url,sectors,salary,job_formality,job_experience_years,application_deadline,required_gender_specific,job_attributes,job_descriptions,job_requirements,company_name,company_address,company_url,timestampISOdate
{'$oid': '61b5dde6ac3da49adc03e6b3'},https://mywork.com.vn/tuyen-dung/viec-lam/21327146/nhan-vien-cskh-tu-van-mang-viettel-thai-nguyen.html?svs=max_box,Nhân Viên CSKH Tư Vấn Mạng Viettel- Thái Nguyên,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Chứng khoán - Vàng', 'Công nghệ cao', 'Tư vấn/ Chăm sóc khách hàng']",0 - 0 triệu,Nhân viên,Không yêu cầu,1639008000000,Không yêu cầu,Toàn thời gian tạm thời,"""Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …)Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel.Tư vấn, hổ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.Không áp doanh sốThời gian làm việc: Theo ca luân phiênCa 1: Từ 6h30 đến 14h30Ca 2: Từ 14h30 đến 22h30Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau)* Địa điểm làm việc: Tòa nhà Kim Cương, số 288B Quang Trung, Phường Tân Thịnh, TP Thái Nguyên* Hotline: 0988779559""","Nam, nữ tuổi đời từ 18 - 35.Tốt nghiệp TC trở lênSinh viên đã hoàn thành xong khóa học tại trường – đang chờ xét tốt nghiệp, chờ bằng tốt nghiệpCó giọng nói chuẩn: Không nói ngọng, lắp, nói nặng giọng địa phương.Kỹ năng giao tiếp và tin học văn phòng căn bản",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6b4'},https://mywork.com.vn/tuyen-dung/viec-lam/21350800/nhan-vien-tong-dai-cskh-tu-van-198-viettel-da-nang.html?svs=max_box,Nhân Viên Tổng Đài CSKH Tư Vấn 198 Viettel Đà Nẵng,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Chứng khoán - Vàng', 'Cơ khí - Chế tạo', 'Việc làm Tết']",5-7 triệu,Nhân viên,Chưa có kinh nghiệm,1638489600000,Không yêu cầu,Toàn thời gian cố định,"- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …) - Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng. - Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel. - Tư vấn, hổ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng. - Không áp doanh số Thời gian làm việc: Theo ca luân phiên  Ca 1: Từ 6h30 đến 14h30 Ca 2: Từ 14h30 đến 22h30 Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau) ĐỊA CHỈ LÀM VIỆC TẠI: Trung tâm chăm sóc khách hàng VIETTEL -215 Đường Phan Đăng Lưu, Đà Nẵng","- Nam/ nữ : tuổi từ 18 -35- Tốt nghiệp TC, CĐ, ĐH- có giọng nói chuẩn, không nói ngọng, nói lắp, nói giọng địa phương.- Có tinh thần ham học hỏi, nhiệt huyết trong công việc.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6b5'},https://mywork.com.vn/tuyen-dung/viec-lam/21321840/nhan-vien-viettel-nghe-an-telesale-ban-hang-viettel.html?svs=max_box,Nhân Viên Viettel Nghệ An - Telesale Bán Hàng Viettel,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Bán hàng', 'Biên tập/ Báo chí/ Truyền hình', 'Tư vấn/ Chăm sóc khách hàng']",0 - 0 triệu,Mới tốt nghiệp / Thực tập sinh,Không yêu cầu,1638576000000,Nữ,Theo hợp đồng tư vấn,"- Gọi điện thoại ra ngoài theo danh sách có sẵn của công ty để tư vấn và bán các sản phẩm và dịch vụ của Viettel* Địa chỉ làm việc:- Tại Nghệ An: Tòa nhà Viettel, đại lộ Lê Nin, phường Hà Huy Tập, TP Vinh, Nghệ An.","- Trình độ: Từ trung cấp trở lên (Tất cả các ngành nghề)- Giới tính: Nữ- Độ tuổi: Từ 20 -:- 33- Kinh nghiệm: Không yêu cầu- Kỹ năng: Giao tiếp tốt, không nói ngọng, không nói nặng giọng địa phương.- Yêu thích công việc chăm sóc khách hàng",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6b6'},https://mywork.com.vn/tuyen-dung/viec-lam/21324363/nhan-vien-truc-tong-dai-198-cam-le-da-nang.html?svs=max_box,Nhân Viên Trực Tổng Đài 198 Cẩm Lệ Đà Nẵng,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Hoạch định - Dự án', 'IT phần cứng/mạng', 'Kiến trúc - Thiết kế nội thất']",0 - 0 triệu,Nhân viên,Không yêu cầu,1638403200000,Không yêu cầu,Toàn thời gian cố định,"- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …) - Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng. - Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel. - Tư vấn, hổ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng. - Không áp doanh số Thời gian làm việc: Theo ca luân phiên Ca 1: Từ 6h30 đến 14h30 Ca 2: Từ 14h30 đến 22h30 Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau) ĐỊA CHỈ LÀM VIỆC TẠI: Trung tâm chăm sóc khách hàng VIETTEL -215 Đường Phan Đăng Lưu, Đà Nẵng","- Nam/ nữ : tuổi từ 18 -35- Tốt nghiệp TC, CĐ, ĐH- có giọng nói chuẩn, không nói ngọng, nói lắp, nói giọng địa phương.- Có tinh thần ham học hỏi, nhiệt huyết trong công việc.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6b7'},https://mywork.com.vn/tuyen-dung/viec-lam/21350142/nhan-vien-cskh-truc-tong-dai-viettel-quan-cam-le-da-nang.html?svs=max_box,Nhân Viên CSKH Trực Tổng Đài Viettel [ Quận Cẩm Lệ Đà Nẵng],2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Hoạch định - Dự án', 'In ấn - Xuất bản', 'Mỹ phẩm - Trang sức']",5-7 triệu,Nhân viên,Chưa có kinh nghiệm,1638489600000,Không yêu cầu,Toàn thời gian cố định,"- Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel.- Tư vấn, hổ trợ, giải đáp thông tin về lĩnh vực viễn thông di động : sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Không áp doanh số. THỜI GIAN LÀM VIỆC: Xoay ca không cố định (8 tiếng/ca), mỗi ngày 1 ca, 1 ngày nghỉ/ tuần Ca 1: 06h30-14h30 Ca 2: 14h30-22h30 Ca 3: 22h30-07h00  Ca 7: 17h00-23h30ĐỊA CHỈ LÀM VIỆC TẠI: Trung tâm chăm sóc khách hàng VIETTEL -215 Đường Phan Đăng Lưu, Đà Nẵng","- Nam/ nữ : tuổi từ 18 -35- Tốt nghiệp  TC, CĐ, ĐH- có giọng nói chuẩn, không nói ngọng, nói lắp, nói giọng địa phương.- Có tinh thần ham học hỏi, nhiệt huyết trong công việc.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6b8'},https://mywork.com.vn/tuyen-dung/viec-lam/21320843/nhan-vien-tu-van-nha-mang-viettel-khu-vuc-ho-chi-minh.html?svs=max_box,Nhân Viên Tư Vấn Nhà Mạng Viettel Khu Vực Hồ Chí Minh,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Bán hàng', 'Dịch vụ', 'Tư vấn/ Chăm sóc khách hàng']",0 - 0 triệu,Nhân viên,Không yêu cầu,1638835200000,Không yêu cầu,Toàn thời gian cố định,"+ Mô Tả Công Việc:- Tiếp nhận cuộc gọi của khách hàng qua tổng đài 198 và giải đáp thắc mắc của khách hàng về sản phẩm, dịch vụ của Viettel.- Làm việc xoay ca linh động* Địa chỉ làm việc: 345 Phạm Văn Bạch, phường 15, quận Tân Bình, TP HCM","Tiêu chuẩn ứng viên- Nam, nữ tuổi đời từ 18---35.- Đã tốt nghiệp Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6b9'},https://mywork.com.vn/tuyen-dung/viec-lam/21324407/nhan-vien-cskh-nha-mang-viettel-quan-tan-binh-tp-hcm-khong-kinh-nghiem.html?svs=max_box,Nhân Viên CSKH Nhà Mạng Viettel Quận Tân Bình - Tp.HCM - Không Kinh Nghiệm,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Bán hàng', 'Lao động phổ thông', 'Tư vấn/ Chăm sóc khách hàng']",0 - 0 triệu,Nhân viên,Không yêu cầu,1638748800000,Không yêu cầu,Toàn thời gian cố định,"Nhân viên tư vấn Viettel tại Hồ Chí Minh- Trực tổng đài chăm sóc khách hàng mạng di động Viettel- Chăm sóc, hướng dẫn và giải quyết các thắc mắc của khách hàng qua điện thoại- Làm việc xoay ca linh động*Địa điểm làm việc: 345 Phạm Văn Bạch, phường 15, quận Tân Bình, TP HCM","Tiêu chuẩn ứng viên- Nam, nữ tuổi đời từ 18---35.- Đã tốt nghiệp Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6ba'},https://mywork.com.vn/tuyen-dung/viec-lam/21320774/nhan-vien-tu-van-tren-tong-dai-viettel-thach-that.html?svs=max_box,Nhân Viên Tư Vấn Trên Tổng Đài Viettel Thạch Thất,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Khách sạn - Nhà hàng', 'Tính chất công việc', 'Sinh viên làm thêm']",0 - 0 triệu,Nhân viên,Không yêu cầu,1638403200000,Không yêu cầu,Theo hợp đồng tư vấn,"- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …)- Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel.- Tư vấn, hổ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Không áp doanh số* Thời gian làm việc: Theo ca luân phiênCa 1: Từ 6h30 đến 14h30Ca 2: Từ 14h30 đến 22h30Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau)* Địa chỉ làm việc: Thôn 2 - Thạch Hòa - Thạch Thất - Hà Nội.","- Nam, nữ tuổi 18 - 35- Đã tốt nghiệp THPT, Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).- Có giọng nói chuẩn: Không nói ngọng, lắp, nói nặng giọng địa phương.- Kỹ năng giao tiếp và tin học văn phòng căn bản.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6bb'},https://mywork.com.vn/tuyen-dung/viec-lam/100097407/nhan-vien-tu-van-va-cham-soc-khach-hang-viettel-thach-that-ha-noi.html?svs=max_box,Nhân Viên Tư Vấn Và Chăm Sóc Khách Hàng Viettel - Thạch Thất Hà Nội,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Lao động phổ thông', 'Tư vấn/ Chăm sóc khách hàng', 'Sinh viên làm thêm']",5-7 triệu,Nhân viên,Không yêu cầu,1638748800000,Không yêu cầu,Theo hợp đồng tư vấn,"- Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel.- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …).- Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Không áp doanh số- Làm việc tại văn phòng.- Thời gian làm việc theo ca luân phiên linh động.- Thời gian tham khảo:Ca 1: Từ 6h30 đến 14h30Ca 2: Từ 14h30 đến 22h30Ca 3: Từ 22h30 đến 6h30 sáng (Ngày hôm sau)* Địa chỉ làm việc: Thôn 2 - Thạch Hòa - Thạch Thất - Hà Nội.","- Nam, nữ tuổi 18 - 35- Đã tốt nghiệp THPT, Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).- Có giọng nói chuẩn: Không nói ngọng, lắp, nói nặng giọng địa phương.- Kỹ năng giao tiếp và tin học văn phòng căn bản.",Công ty Cổ phần Truyền thông Kim Cương,Thôn 2 - Xã Thạch Hòa - Huyện Thạch Thất - Thành Phố Hà Nội,https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6bc'},https://mywork.com.vn/tuyen-dung/viec-lam/100015234/nhan-vien-giai-dap-thac-mac-tong-dai-viettel-khu-cong-nghe-cao-hoa-lac.html?svs=max_box,Nhân Viên Giải Đáp Thắc Mắc Tổng Đài Viettel - Khu Công Nghệ Cao Hòa Lạc,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,['Tư vấn/ Chăm sóc khách hàng'],5-7 triệu,Nhân viên,Không yêu cầu,1638921600000,Không yêu cầu,Theo hợp đồng tư vấn,"- Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel.- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …).- Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Không áp doanh số- Làm việc tại văn phòng.** Thời gian làm việc: Theo ca luân phiên ( Thời gian tham khảo:Ca 1: Từ 6h30 đến 14h30Ca 2: Từ 14h30 đến 22h30Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau))* Địa chỉ làm việc: Thôn 2 - Thạch Hòa - Thạch Thất - Hà Nội.","- Nam, nữ tuổi 18 - 35- Đã tốt nghiệp THPT, Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).- Có giọng nói chuẩn: Không nói ngọng, lắp, nói nặng giọng địa phương.- Kỹ năng giao tiếp và tin học văn phòng căn bản.",Công ty Cổ phần Truyền thông Kim Cương,Thôn 2 - Thạch Hòa - Thạch Thất - Hà Nội,https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6bd'},https://mywork.com.vn/tuyen-dung/viec-lam/21324051/nhan-vien-tong-dai-198-tu-van-viettel-da-nang.html?svs=max_box,Nhân Viên Tổng Đài 198 Tư Vấn  Viettel Đà Nẵng,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Bưu chính', 'Cơ khí - Chế tạo', 'Việc làm Tết']",0 - 0 triệu,Nhân viên,Không yêu cầu,1638403200000,Không yêu cầu,Toàn thời gian cố định,"- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …) - Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng. - Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel. - Không áp doanh số  THỜI GIAN LÀM VIỆC: Xoay ca không cố định (8 tiếng/ca), mỗi ngày 1 ca, 1 ngày nghỉ/ tuần Ca 1: 06h30-14h30 Ca 2: 14h30-22h30 Ca 3: 22h30-07h00  Ca 7: 17h00-23h30ĐỊA CHỈ LÀM VIỆC TẠI: Trung tâm chăm sóc khách hàng VIETTEL -215 Đường Phan Đăng Lưu, Đà Nẵng","- Nam/ nữ : tuổi từ 18 -35- Tốt nghiệp TC, CĐ, ĐH- có giọng nói chuẩn, không nói ngọng, nói lắp, nói giọng địa phương.- Có tinh thần ham học hỏi, nhiệt huyết trong công việc.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6be'},https://mywork.com.vn/tuyen-dung/viec-lam/21333957/nhan-vien-truc-hotline-viettel-tai-van-phong-pham-van-bach-duoc-dao-tao-mien-phi.html?svs=max_box,Nhân Viên Trực Hotline Viettel Tại Văn Phòng Phạm Văn Bạch - Được Đào Tạo Miễn Phí,2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Hành chính - Văn phòng', 'Sinh viên làm thêm', 'Tư vấn/ Chăm sóc khách hàng']",0 - 0 triệu,Nhân viên,Không yêu cầu,1638489600000,Không yêu cầu,Theo hợp đồng tư vấn,"- Trực tổng đài chăm sóc khách hàng mạng di động Viettel- Chăm sóc, hướng dẫn và giải quyết các thắc mắc của khách hàng qua điện thoại- Làm việc xoay ca linh động*Địa điểm làm việc: 345 Phạm Văn Bạch, phường 15, quận Tân Bình, TP HCM","- Nam, nữ tuổi đời từ 18---35- Đã tốt nghiệp Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6bf'},https://mywork.com.vn/tuyen-dung/viec-lam/100145108/truong-phong-kinh-doanh-oe-mao-khe-quang-ninh.html?svs=max_box,Trưởng Phòng Kinh Doanh_Oe Mạo Khê - Quảng Ninh,2021-11-29,https://cdn.mywork.com.vn/images/employer_avatar/default_avatar.png,"['Quản trị kinh doanh', 'Bán hàng', 'Bảo hiểm/ Tư vấn bảo hiểm']",20-25 triệu,Trưởng phòng,1 năm,1640476800000,Không yêu cầu,Toàn thời gian cố định,"1)	Quản lý, giám sát, đôn đốc nhóm tuyển sinh của mình thực hiện chỉ tiêu tuyển sinh của nhóm.2)	Hướng dẫn nhân viên xử lý các tình huống phát sinh (nếu có), hướng dẫn nhân viên cách thức và phương pháp thực hiện tốt công việc nhằm đạt được chỉ tiêu tuyển sinh.3)	Chịu trách nhiệm đối ngoại, quan hệ giao dịch, tiếp khách hợp tác với công ty.4)	Phối hợp với nhân viên trong chi nhánh triển khai các chương trình sự kiện; hội thảo; PR; marketing.5)	Thực hiện tư vấn các chương trình đào tạo và chốt sale.6)	Lên kế hoạch và chủ động thực hiện công tác tìm kiếm khách hàng và khai thác data cho nhóm.","-	Tin học văn phòng thành thạo-	Kỹ năng làm việc nhóm-	Kỹ năng giao tiếp thuyết phục-	Có kinh nghiệm 1 năm trong công việc kinh doanh, bán lẻ, tài chính, ngân hàng, bảo hiểm….",Hệ Thống Anh Ngữ Quốc Tế Ocean Edu,"Cạnh trường tiểu học Quyết Thắng, tổ 4 Vĩnh Hòa, phường Mạo Khê, thị xã Đông Triều, tỉnh Quảng Ninh",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/100064338/he-thong-anh-ngu-quoc-te-ocean-edu.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6c0'},https://mywork.com.vn/tuyen-dung/viec-lam/21317695/nhan-vien-tu-van-khach-hang-tai-ngan-hang-mb-dong-da.html?svs=max_box,Nhân Viên Tư Vấn Khách Hàng Tại Ngân Hàng Mb (Đống Đa),2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,"['Tổ chức sự kiện - Quà tặng', 'Tư vấn/ Chăm sóc khách hàng', 'Vật tư/Thiết bị/Mua hàng']",0 - 0 triệu,Mới tốt nghiệp / Thực tập sinh,Không yêu cầu,1638576000000,Không yêu cầu,Theo hợp đồng tư vấn,"- Thực hiện tiếp nhận tư vấn, giải đáp các thông tin liên quan đến sản phẩm và dịch vụ của ngân hàng MB và nhập các thông tin cuộc gọi vào phần mềm lưu trữ.- Chăm sóc khách hàng đang sử dụng dịch vụ của ngân hàng- Địa điểm làm việc: Hội sở MB, số 21 Cát Linh, Đống Đa, Hà Nội","- Nam / nữ tuổi từ 22 - 30- Tốt nghiệp: Trung cấp trở lên tất cả các chuyên ngành (Đối với hệ trung cấp chỉ tiếp nhận ứng viên có chuyên ngành tài chính, kinh tế)- Có giọng nói chuẩn, không nói ngọng, không nói giọng địa phương.- Kỹ năng giao tiếp, kỹ năng tin học văn phòng cơ bản.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e6c1'},https://mywork.com.vn/tuyen-dung/viec-lam/21322515/tu-van-tong-dai-viettel-chi-can-bang-thpt-hoa-lac-thach-that-ha-noi.html?svs=max_box,"Tư Vấn Tổng Đài Viettel Chỉ Cần Bằng Thpt [Hòa Lạc,thạch Thất Hà Nội]",2021-11-29,https://cdn.mywork.com.vn/images/default/2021/08/09/images/162849564025.jpeg,['Tư vấn/ Chăm sóc khách hàng'],0 - 0 triệu,Nhân viên,Không yêu cầu,1638921600000,Không yêu cầu,Theo hợp đồng tư vấn,"- Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …)- Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel.- Tư vấn, hổ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Sim, thẻ và sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng.- Không áp doanh sốThời gian làm việc: Theo ca luân phiênCa 1: Từ 6h30 đến 14h30Ca 2: Từ 14h30 đến 22h30Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau)*Địa điểm làm việc: Thôn 2 - Xã Thạch Hòa - Thạch Thất - Hà Nội","- Nam, nữ tuổi 18 - 35- Đã tốt nghiệp THPT, Trung cấp, Cao đẳng, Đại học và sinh viên đang theo học tại các trường.(tất cả các ngành nghề).- Có giọng nói chuẩn: Không nói ngọng, lắp, nói nặng giọng địa phương.- Kỹ năng giao tiếp và tin học văn phòng căn bản.",Công ty Cổ phần Truyền thông Kim Cương,"Cụm Công Nghiệp Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Thành Phố Hà Nội, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20046764/cong-ty-co-phan-truyen-thong-kim-cuong.html,2021-11-29
